Place,TravelCost,StayCost,SightseeingCost,TotalCost
Ziro,6967,7686,3207,17860
Pasighat,2873,11428,2288,16589
Pelling,4345,4068,4400,12813
Kovalam,8720,9495,4316,22531
Pondicherry,2754,10123,2157,15034
Jaipur,3290,7337,1680,12307
Kovalam,2254,4911,3897,11062
Ajanta,5727,6233,832,12792
Mechuka,3779,10048,2958,16785
Tuting,4356,4594,1106,10056
Shimla,2154,5288,4733,12175
Amarkantak,4042,11586,3611,19239
Mahabalipuram,8267,11428,3664,23359
Mussoorie,4171,2703,2289,9163
Bikaner,7322,4406,583,12311
Amarkantak,5796,9840,1531,17167
Bikaner,9955,8552,786,19293
Bikaner,1791,7561,1338,10690
Along,8132,11047,3870,23049
Bundi,5611,5058,4446,15115
Ziro,7556,4973,4320,16849
Kolkata,7933,9053,3442,20428
Majuli,9566,2164,1808,13538
Bundi,6812,11435,3583,21830
Kovalam,5337,5299,1530,12166
Bikaner,3781,7365,3346,14492
Along,5657,2869,1898,10424
Goa,8861,7101,2605,18567
Mumbai,3733,10077,4136,17946
Goa,9291,7423,2198,18912
Kolhapur,7207,10565,1313,19085
Pasighat,4250,6998,2869,14117
Zemithang,8888,9624,2204,20716
Hyderabad,9805,9391,814,20010
Mechuka,1044,2866,1223,5133
Bangalore,4879,1806,2052,8737
Indore,3223,7571,4071,14865
Bikaner,4209,2041,3263,9513
Chennai,5595,5018,3217,13830
Mechuka,5741,3391,4386,13518
Rourkela,7770,4154,2376,14300
Pondicherry,5838,7727,2247,15812
Tezpur,4013,10213,2070,16296
Roing,4941,2381,2603,9925
Mumbai,9943,11461,1991,23395
Orchha,3375,2606,559,6540
Patna,1871,3270,2387,7528
Kanyakumari,9853,2563,4706,17122
Konark,4460,8362,1297,14119
Pasighat,6837,10560,542,17939
Mumbai,7702,7353,2895,17950
Khajuraho,1682,3958,1045,6685
Bikaner,6599,11176,3691,21466
Sanchi,7514,8152,3092,18758
Konark,1694,7881,2832,12407
Nashik,4137,2411,3789,10337
Shimla,7716,9189,847,17752
Varanasi,6006,6308,750,13064
Bhubaneswar,5328,1906,2883,10117
Alibag,4177,2252,1825,8254
Pelling,5916,2810,3388,12114
Khandala,5885,3328,1437,10650
Chitrakoot,4327,11759,3461,19547
Kolkata,8831,2497,1360,12688
Gangtok,9873,8511,3087,21471
Andaman,8176,1645,1594,11415
Hyderabad,7870,5821,2243,15934
Kalimpong,5230,3820,1740,10790
Kodaikanal,4831,1846,3616,10293
Bundi,8019,10028,2690,20737
Bodh Gaya,6694,7557,4089,18340
Pondicherry,5145,6393,1791,13329
Coorg,6968,6003,4545,17516
Kaziranga,6541,10175,919,17635
Chennai,4640,10717,3866,19223
Satara,1855,5917,1269,9041
Khonsa,3008,8150,2556,13714
Konark,4132,8285,4148,16565
Cherrapunji,9714,8201,2259,20174
Nagpur,4257,2218,3107,9582
Ellora,4265,8509,1075,13849
Shillong,9559,10093,4029,23681
Khandala,6450,6195,571,13216
Gangtok,5380,6927,1408,13715
Coorg,7399,5552,2669,15620
Jorhat,8318,4093,3477,15888
Mahabalipuram,8253,11635,4381,24269
Nagpur,5315,11271,4329,20915
Mount Abu,8725,9435,554,18714
Bhopal,7871,10531,4602,23004
Itanagar,5495,8810,2413,16718
Indore,7128,4960,2248,14336
Dirang,1848,4991,1410,8249
Ranthambore,8398,10093,4127,22618
Mussoorie,6781,9178,2541,18500
Delhi,2811,7618,2716,13145
Orchha,4552,11204,1915,17671
Varanasi,3122,1668,2534,7324
Coorg,5634,5160,2154,12948
Kolhapur,1738,7649,1564,10951
Kolkata,3504,1789,1228,6521
Haridwar,5684,6878,657,13219
Tuting,2497,3788,1303,7588
Mechuka,8081,5667,2387,16135
Imphal,3124,5895,3902,12921
Khandala,9415,6914,2267,18596
Pasighat,5712,4796,2351,12859
Amritsar,3970,8815,3807,16592
Pondicherry,5113,4489,853,10455
Pondicherry,7852,11044,2327,21223
Pelling,4340,3653,3545,11538
Ziro,7069,4788,2273,14130
Solapur,4615,5920,3386,13921
Bhopal,2960,3496,3260,9716
Konark,2406,10758,1694,14858
Along,7603,6095,3631,17329
Haridwar,5023,1694,2497,9214
Udaipur,4883,10576,1733,17192
Solapur,6033,4553,4402,14988
Delhi,3790,5407,2241,11438
Shirdi,4811,7023,661,12495
Kanyakumari,6111,8225,3299,17635
Amarkantak,6828,9677,4799,21304
Kodaikanal,6025,6340,4439,16804
Shillong,7088,1834,1754,10676
Bhopal,9985,11387,2010,23382
Ooty,8274,4630,4969,17873
Itanagar,1552,3276,3601,8429
Ratnagiri,1514,7328,1180,10022
Imphal,7263,6419,3165,16847
Varanasi,9783,2790,651,13224
Manali,8874,4622,1920,15416
Kovalam,4037,4189,935,9161
Dirang,6513,4175,1441,12129
Kovalam,8630,2468,1155,12253
Rajasthan,5844,3938,2615,12397
Patna,9166,9130,3333,21629
Agra,6225,9789,2179,18193
Cherrapunji,2884,3873,1549,8306
Khajuraho,8634,8890,713,18237
Ziro,2498,3858,3198,9554
Cuttack,1697,11771,2859,16327
Aizawl,7537,3217,4236,14990
Mawsynram,1941,6092,4797,12830
Tawang,5693,5375,2333,13401
Bodh Gaya,3478,1670,4973,10121
Tuting,5509,9087,2709,17305
Chennai,9535,11827,526,21888
Munnar,2597,2892,2671,8160
Kodaikanal,6907,5086,1798,13791
Bundi,6990,4292,3023,14305
Bangalore,4946,9707,4316,18969
Konark,3667,8492,1546,13705
Pelling,7227,7149,2855,17231
Jorhat,4700,3430,3507,11637
Pune,9808,2022,3794,15624
Sikkim,6447,4151,1850,12448
Hampi,4581,8819,1613,15013
Agra,9154,11244,3524,23922
Bangalore,5842,9847,3334,19023
Lonavala,8163,8211,2260,18634
Pondicherry,8176,3461,4574,16211
Leh,3170,2416,2705,8291
Mount Abu,8819,6034,901,15754
Shimla,1749,7714,4637,14100
Bikaner,7061,6941,2690,16692
Indore,6146,10934,3775,20855
Darjeeling,5865,2606,1159,9630
Daman,8752,8033,1143,17928
Nainital,1396,11471,1533,14400
Ziro,2498,5588,2386,10472
Pune,6402,9886,1800,18088
Gangtok,1891,11017,1245,14153
Ranthambore,5473,5250,1711,12434
Ziro,4656,10537,1923,17116
Kanyakumari,5835,4575,2204,12614
Cuttack,9032,9560,2007,20599
Zemithang,5515,11684,860,18059
Diu,7090,9818,3348,20256
Majuli,4588,4876,525,9989
Alleppey,7043,3529,3583,14155
Tezpur,8892,3599,746,13237
Ziro,5941,7234,4067,17242
Rajgir,3384,1736,1038,6158
Ranthambore,2583,11269,2297,16149
Kalimpong,9733,3453,4874,18060
Mount Abu,1994,7872,2121,11987
Lakshadweep,5962,10422,2104,18488
Leh,4748,7882,4739,17369
Zemithang,1990,3806,3176,8972
Bodh Gaya,1674,2751,1828,6253
Rourkela,5739,9907,551,16197
Manali,9935,10121,1120,21176
Rishikesh,5156,10879,2027,18062
Sanchi,7337,4535,1013,12885
Pune,7755,9876,3441,21072
Agra,1149,11442,4886,17477
Darjeeling,7492,2561,818,10871
Alibag,1627,5923,1166,8716
Pune,5801,5830,2087,13718
Mount Abu,8176,9376,4936,22488
Kovalam,1191,11777,1180,14148
Patna,8622,9406,743,18771
Bhopal,3458,9430,2843,15731
Andaman,6182,7462,2079,15723
Haridwar,2764,8703,1273,12740
Nainital,8582,3810,1483,13875
Mumbai,4087,6214,632,10933
Puri,4761,1533,3873,10167
Khandala,9344,10778,637,20759
Satara,4661,8198,1829,14688
Mawsynram,7310,11851,2612,21773
Pune,3638,2162,4052,9852
Tezpur,3520,3576,2560,9656
Siliguri,5187,9851,4028,19066
Chennai,8528,8184,2371,19083
Rajgir,4991,9432,4785,19208
Cuttack,2074,5044,4172,11290
Varanasi,3180,2659,3732,9571
Varanasi,8954,11888,1899,22741
Mount Abu,3431,8799,2557,14787
Delhi,9643,1739,3366,14748
Mumbai,5390,10725,600,16715
Varanasi,2954,2733,3809,9496
Mahabalipuram,5415,4728,1175,11318
Pelling,8584,7132,4987,20703
Coorg,5831,2202,4672,12705
Chittorgarh,7980,8974,1343,18297
Kolhapur,4858,6955,1350,13163
Sikkim,5125,3271,4899,13295
Majuli,9613,10858,1057,21528
Shimla,3827,11392,1601,16820
Munnar,2027,4966,3282,10275
Ratnagiri,9418,3870,2212,15500
Mount Abu,7076,4557,1525,13158
Jorhat,1040,4860,4037,9937
Roing,2189,3225,2736,8150
Agra,7083,6276,1217,14576
Bhopal,4631,5797,597,11025
Sanchi,1432,2628,4728,8788
Rishikesh,5208,6002,2311,13521
Ooty,2049,9059,1973,13081
Konark,6482,8468,1029,15979
Jabalpur,1210,7376,2313,10899
Goa,9225,8667,2983,20875
Amarkantak,7300,2199,3069,12568
Nagpur,5619,8438,3057,17114
Kalimpong,4755,9734,2494,16983
Khonsa,5440,2239,3602,11281
Kovalam,8442,8444,2574,19460
Kanyakumari,6923,10262,2770,19955
Hampi,9533,9185,4473,23191
Bundi,9590,9287,4902,23779
Kovalam,6206,8270,1272,15748
Jaisalmer,3601,10280,1440,15321
Tawang,1819,4281,4959,11059
Tawang,2039,11354,659,14052
Mumbai,3539,7403,2108,13050
Zemithang,3213,4824,1695,9732
Bhubaneswar,4840,11741,1509,18090
Kovalam,8530,6258,1981,16769
Hyderabad,8275,2841,909,12025
Nalanda,3883,10492,2407,16782
Zemithang,1171,2404,4378,7953
Bikaner,2159,10111,2284,14554
Satara,6651,2059,658,9368
Haridwar,1498,2978,2945,7421
Sanchi,3036,7012,2482,12530
Bomdila,6187,8325,2651,17163
Alibag,8527,9490,2452,20469
Shirdi,6996,10525,1227,18748
Chitrakoot,9165,5251,4636,19052
Udaipur,7326,1564,2014,10904
Coorg,8960,10792,3288,23040
Delhi,2198,2779,3832,8809
Shirdi,7135,8375,3861,19371
Tawang,5530,5910,2365,13805
Ziro,4644,9599,3921,18164
Zemithang,1622,10597,2201,14420
Kodaikanal,5089,7450,4211,16750
Mount Abu,5985,5310,4561,15856
Amritsar,4730,11194,3015,18939
Ziro,4611,6609,2710,13930
Goa,2447,10536,1887,14870
Shirdi,7440,5583,2443,15466
Nainital,2339,8163,1080,11582
Siliguri,7586,7469,3607,18662
Cuttack,4492,8969,2129,15590
Kolkata,8343,10134,4124,22601
Nainital,6907,7732,861,15500
Delhi,6018,1880,2483,10381
Mount Abu,7726,10178,1559,19463
Leh,8834,8759,649,18242
Ratnagiri,3763,9491,4813,18067
Guwahati,1329,11914,1395,14638
Lakshadweep,7597,10092,3903,21592
Udaipur,3973,4441,1457,9871
Pasighat,4773,6851,3449,15073
Haridwar,9057,9156,682,18895
Udaipur,4742,4018,4653,13413
Bomdila,2820,6308,2679,11807
Pune,6940,5895,537,13372
Bikaner,1572,9043,3044,13659
Bomdila,8080,3314,893,12287
Bhubaneswar,9901,6189,3007,19097
Ooty,9004,6026,2264,17294
Ooty,2479,10592,2522,15593
Gangtok,4979,9534,2446,16959
Pelling,9201,5781,4482,19464
Sanchi,4406,5616,4077,14099
Bhubaneswar,6967,6814,2333,16114
Shirdi,1802,4259,805,6866
Jabalpur,3138,4724,4220,12082
Gwalior,5554,7615,2257,15426
Mussoorie,3159,9524,1332,14015
Along,6972,9562,3274,19808
Bangalore,7690,3744,4858,16292
Delhi,4499,5740,1609,11848
Bhubaneswar,5361,7790,1410,14561
Kolkata,9281,4858,4901,19040
Tuting,6805,10271,3347,20423
Kaziranga,7383,2729,2354,12466
Andaman,7321,8269,2377,17967
Mussoorie,6148,7113,1223,14484
Agra,3317,6035,4713,14065
Khandala,4547,5258,1368,11173
Tawang,2669,6389,2369,11427
Kodaikanal,5900,3605,4398,13903
Munnar,7878,3205,4147,15230
Jabalpur,7946,11623,1312,20881
Dirang,6248,2041,3184,11473
Amritsar,5396,2482,4850,12728
Itanagar,7608,8375,2889,18872
Kaziranga,9407,8468,4259,22134
Ellora,2880,9250,2719,14849
Sikkim,3786,3080,931,7797
Bomdila,7227,11290,2323,20840
Mahabalipuram,1447,7411,3308,12166
Kolkata,1359,4341,1334,7034
Aurangabad,8140,3776,3032,14948
Lakshadweep,1357,8381,4737,14475
Pondicherry,9628,8527,2461,20616
Bundi,8052,6313,4307,18672
Shimla,8942,1553,1557,12052
Haridwar,2823,8034,1911,12768
Cuttack,1412,1854,4148,7414
Pune,5546,8054,1081,14681
Daman,8849,4899,3251,16999
Munnar,5717,11600,3610,20927
Tuting,1357,7391,3420,12168
Majuli,2756,10347,2699,15802
Bundi,6307,7839,1967,16113
Chitrakoot,5584,8904,2331,16819
Gangtok,7582,1772,3268,12622
Orchha,4163,6742,922,11827
Nalanda,8965,6277,2312,17554
Ziro,2276,10305,971,13552
Alleppey,4902,4153,3052,12107
Daman,3818,11004,3214,18036
Chitrakoot,1076,6528,4256,11860
Bhubaneswar,1464,6695,4832,12991
Pelling,3942,4014,1816,9772
Nalanda,1831,9296,4129,15256
Nagpur,9660,4776,3435,17871
Itanagar,3364,3572,2784,9720
Ratnagiri,5836,11012,783,17631
Alibag,1510,2086,2221,5817
Daman,7436,5765,1527,14728
Bangalore,2319,4802,1386,8507
Rajgir,4379,6198,4075,14652
Agra,7605,3221,3332,14158
Alibag,4467,2774,1006,8247
Bodh Gaya,7934,2751,1339,12024
Aurangabad,2985,6681,4652,14318
Jaipur,7668,10023,1116,18807
Pune,1397,2744,4524,8665
Bangalore,6404,1867,2471,10742
Ratnagiri,6029,3584,2326,11939
Orchha,4814,3889,3338,12041
Bomdila,6371,9295,4073,19739
Jorhat,3700,2779,3686,10165
Tezpur,5287,6655,2116,14058
Solapur,2566,10352,2856,15774
Munnar,6392,5023,3847,15262
Jaipur,5774,10041,2735,18550
Cuttack,9124,3812,3605,16541
Jabalpur,2115,8590,1463,12168
Amritsar,5967,8187,529,14683
Kodaikanal,5211,11054,1987,18252
Siliguri,9027,7010,3017,19054
Zemithang,3241,1521,4385,9147
Satara,1833,8906,963,11702
Leh,8309,8927,2688,19924
Mawsynram,2706,11501,3927,18134
Amarkantak,1634,6442,1455,9531
Mumbai,1928,10287,4661,16876
Aurangabad,6867,8130,4859,19856
Ellora,4287,7705,4755,16747
Kolkata,6685,2108,862,9655
Chittorgarh,2309,8237,2147,12693
Guwahati,8793,3944,4497,17234
Rajasthan,8241,10889,2209,21339
Imphal,9344,6530,3090,18964
Chennai,8516,9011,2899,20426
Puri,2662,2676,1305,6643
Kolhapur,4150,5024,2471,11645
Shimla,5354,6296,1942,13592
Amritsar,5705,9568,2807,18080
Solapur,3076,5639,2581,11296
Lonavala,1646,2066,3614,7326
Nashik,8516,7498,3117,19131
Lakshadweep,1435,5389,4110,10934
Jaisalmer,7733,6141,2900,16774
Nalanda,4292,6601,1017,11910
Kalimpong,4270,9143,4749,18162
Chennai,2438,3001,4679,10118
Mumbai,4325,7507,1471,13303
Leh,4891,8867,3938,17696
Jabalpur,6130,6124,2084,14338
Nagpur,3895,2876,3590,10361
Majuli,3915,8741,2731,15387
Shillong,7041,8626,2079,17746
Roing,7827,4692,3628,16147
Siliguri,6081,8018,1086,15185
Varanasi,5086,4718,980,10784
Alibag,2812,7516,4686,15014
Diu,3612,10533,1062,15207
Nalanda,4796,11449,3029,19274
Andaman,9239,8946,1595,19780
Khonsa,9961,11946,686,22593
Jorhat,3060,1673,743,5476
Ajanta,2633,7168,1729,11530
Goa,2972,7090,686,10748
Nainital,3387,10774,2688,16849
Shirdi,4737,2590,1401,8728
Mahabalipuram,2217,2791,2687,7695
Indore,3751,10955,4169,18875
Amritsar,9403,4766,3784,17953
Leh,5102,2633,2768,10503
Roing,6197,10554,1375,18126
Mechuka,1819,1587,3733,7139
Bodh Gaya,8055,9375,2232,19662
Khandala,6125,2942,3822,12889
Aizawl,6840,4406,1010,12256
Dirang,9441,10659,2905,23005
Amritsar,4932,10355,2156,17443
Zemithang,6300,9324,1337,16961
Rajgir,9805,6747,4636,21188
Nalanda,8158,5665,1874,15697
Indore,1684,10710,2434,14828
Andaman,5584,8334,3040,16958
Tawang,1776,7318,4157,13251
Jaisalmer,8916,1657,4811,15384
Mawsynram,3884,6562,1866,12312
Shirdi,7857,3004,500,11361
Shirdi,1056,2514,2805,6375
Kodaikanal,9485,6938,789,17212
Along,2293,2525,1484,6302
Zemithang,4937,2932,3874,11743
Itanagar,8414,4134,1061,13609
Aizawl,8511,11438,3874,23823
Mount Abu,7744,9836,626,18206
Kodaikanal,1626,6833,3365,11824
Rishikesh,4918,11883,4657,21458
Udaipur,5810,8359,3396,17565
Lakshadweep,4970,8139,2288,15397
Jabalpur,3049,3194,4702,10945
Bundi,1169,3614,1167,5950
Chitrakoot,3631,8835,3469,15935
Indore,6906,3486,1939,12331
Imphal,8725,3379,2426,14530
Kodaikanal,5913,5522,1444,12879
Ziro,1303,8811,3562,13676
Agra,2861,5495,2628,10984
Rajgir,9781,5029,2537,17347
Ranthambore,2094,7834,3018,12946
Cuttack,9159,5230,1393,15782
Rishikesh,4616,9756,2141,16513
Chitrakoot,1172,5398,3529,10099
Kanyakumari,6613,2183,965,9761
Ooty,4290,5290,3532,13112
Chennai,3819,2597,4070,10486
Kolkata,5944,3041,4395,13380
Khandala,9754,6129,3221,19104
Kanyakumari,6287,7081,1858,15226
Rajgir,6367,11154,2100,19621
Leh,7419,6855,4990,19264
Majuli,5340,2817,1627,9784
Solapur,1951,6220,1498,9669
Rajgir,5331,10313,3917,19561
Pune,8138,2928,3879,14945
Leh,8133,8493,2583,19209
Indore,9152,8243,1161,18556
Ranthambore,3731,8496,3369,15596
Ajanta,2156,4675,1541,8372
Pelling,5039,4381,1660,11080
Ranthambore,6026,7378,4916,18320
Bhubaneswar,2256,5075,538,7869
Khonsa,8992,9844,2219,21055
Mawsynram,3150,1946,2992,8088
Roing,9305,11307,1461,22073
Tezpur,6064,3347,3737,13148
Alleppey,9055,7308,2376,18739
Sikkim,9194,3270,4477,16941
Bhubaneswar,3680,4231,3529,11440
Chennai,9209,2430,1176,12815
Bikaner,2411,8699,3906,15016
Alleppey,2471,10834,3286,16591
Munnar,5891,3802,1013,10706
Gwalior,8537,3512,2875,14924
Chennai,3635,11986,3365,18986
Ajanta,5410,11822,3365,20597
Aizawl,1714,8798,1218,11730
Chennai,1136,8914,1302,11352
Bhubaneswar,9205,9862,2729,21796
Leh,9383,6739,4039,20161
Mechuka,6212,2654,4810,13676
Bangalore,3379,7110,2496,12985
Shirdi,1137,9338,801,11276
Alibag,9741,6890,4572,21203
Gangtok,6142,6719,3244,16105
Chennai,5272,7439,3672,16383
Imphal,1840,11172,2655,15667
Delhi,9131,1613,1244,11988
Mechuka,8077,3154,1161,12392
Chennai,6040,6834,4525,17399
Rajasthan,6178,8921,2040,17139
Shillong,3025,4260,4900,12185
Ajanta,4992,1527,3862,10381
Mumbai,7149,9479,3456,20084
Delhi,7932,5394,537,13863
Jorhat,4783,7639,2503,14925
Kanyakumari,8505,3441,4613,16559
Hampi,6026,8203,862,15091
Bundi,6444,9274,3862,19580
Bangalore,7843,7847,1586,17276
Sanchi,3414,8064,3523,15001
Hampi,4151,11845,601,16597
Mount Abu,1363,11305,1299,13967
Dirang,9887,8821,2060,20768
Tezpur,2604,10656,2899,16159
Nainital,8818,7154,636,16608
Kaziranga,2220,9640,2107,13967
Roing,7443,10478,4248,22169
Bhopal,2398,6046,3017,11461
Khonsa,9637,7519,3338,20494
Bangalore,5983,11197,866,18046
Bangalore,2199,7203,2849,12251
Delhi,8655,4906,4914,18475
Leh,6703,7187,559,14449
Roing,2351,4788,1725,8864
Satara,1764,10790,3172,15726
Ellora,6673,9111,1873,17657
Pasighat,8978,6223,4582,19783
Mount Abu,6592,6717,775,14084
Alleppey,2154,4930,2602,9686
Delhi,2039,11723,4896,18658
Ajanta,9021,6532,3588,19141
Mount Abu,6926,4672,3071,14669
Darjeeling,6519,11078,1668,19265
Rishikesh,7134,9563,1881,18578
Konark,7600,10330,1329,19259
Ellora,3761,10525,624,14910
Chittorgarh,1339,10793,1327,13459
Daman,2092,5117,4561,11770
Nashik,2396,5195,1474,9065
Goa,5324,2122,3938,11384
Chittorgarh,5410,6954,4618,16982
Kolhapur,7566,2954,2661,13181
Amarkantak,5092,4248,623,9963
Kolkata,1863,3817,1709,7389
Diu,7408,9316,1764,18488
Mount Abu,1352,7370,3060,11782
Sikkim,7781,1584,3815,13180
Ellora,2907,11786,592,15285
Alleppey,6053,9967,4536,20556
Rajasthan,3057,11803,1123,15983
Tawang,2897,5339,922,9158
Ellora,8070,7121,3261,18452
Shillong,9191,11153,565,20909
Chennai,2456,8825,3164,14445
Mussoorie,1590,10575,2514,14679
Nashik,3842,9879,3260,16981
Mawsynram,1824,10312,1916,14052
Tawang,5275,7650,4658,17583
Diu,9300,5108,4962,19370
Sanchi,7622,2837,3810,14269
Bodh Gaya,4571,4770,2611,11952
Chennai,1738,11547,4056,17341
Shirdi,4528,5090,3757,13375
Chitrakoot,9705,8029,3801,21535
Mechuka,3890,10562,2829,17281
Lakshadweep,4692,7505,1276,13473
Jaipur,8672,3272,2938,14882
Itanagar,1962,3612,4173,9747
Tawang,4041,6259,1096,11396
Roing,1407,10938,899,13244
Bikaner,6780,2638,909,10327
Hyderabad,9359,10300,3558,23217
Ooty,4771,10070,1033,15874
Rishikesh,1681,7448,4551,13680
Kaziranga,1787,3320,1544,6651
Agra,2822,8086,1726,12634
Amritsar,3932,8707,4464,17103
Bundi,7634,6735,4219,18588
Bangalore,5070,3515,4959,13544
Cherrapunji,8671,8624,4983,22278
Hyderabad,6795,11395,1810,20000
Leh,7787,7908,4372,20067
Bodh Gaya,9699,4479,4781,18959
Shirdi,8112,9215,4753,22080
Cherrapunji,3439,9571,3429,16439
Ranthambore,1420,9954,3871,15245
Chitrakoot,1870,4078,1895,7843
Tawang,1397,10498,4174,16069
Jorhat,4465,5665,3018,13148
Ratnagiri,4508,1547,2794,8849
Bhopal,8667,3021,4144,15832
Bomdila,1923,10064,3149,15136
Nainital,2774,8589,3927,15290
Andaman,5508,4240,1901,11649
Itanagar,4188,8921,4693,17802
Shillong,6235,4449,4117,14801
Khonsa,5077,2966,2864,10907
Bomdila,5122,9758,3755,18635
Kolhapur,9398,11644,1787,22829
Kovalam,1119,8354,4775,14248
Konark,6740,9797,2689,19226
Konark,3899,7733,4260,15892
Kolkata,2272,4552,2039,8863
Bhubaneswar,6847,6983,2706,16536
Alleppey,8724,4593,4409,17726
Siliguri,2342,4122,4338,10802
Shillong,1119,9533,4096,14748
Bundi,9559,4458,4681,18698
Cherrapunji,2676,6483,4547,13706
Sanchi,8452,3066,1701,13219
Mahabalipuram,1115,5390,612,7117
Shimla,8420,1665,927,11012
Coorg,8346,4029,1902,14277
Nashik,5143,1672,3573,10388
Mechuka,5399,6359,4427,16185
Patna,1128,11358,648,13134
Cuttack,6973,3408,681,11062
Indore,1708,2231,3307,7246
Mawsynram,9012,8547,2811,20370
Amritsar,5893,10371,4551,20815
Indore,3780,10490,502,14772
Coorg,9717,5528,1639,16884
Bhopal,5321,10148,4032,19501
Orchha,6805,1504,2345,10654
Chitrakoot,7074,6862,3267,17203
Ajanta,3574,7418,1757,12749
Kodaikanal,2484,10878,3247,16609
Ellora,5637,6048,3382,15067
Bodh Gaya,2676,7771,4508,14955
Chittorgarh,7957,7783,4203,19943
Dirang,4462,5124,3682,13268
Tuting,5667,11639,593,17899
Mussoorie,2169,11835,1743,15747
Zemithang,1098,2208,1816,5122
Mumbai,2945,2605,4706,10256
Varanasi,9184,9045,1052,19281
Mumbai,8670,10478,4169,23317
Haridwar,5933,5645,960,12538
Along,6032,4418,1879,12329
Orchha,3787,3560,1000,8347
Andaman,9355,3341,2218,14914
Chitrakoot,5843,7503,975,14321
Andaman,9756,7763,3825,21344
Mussoorie,9508,2250,2172,13930
Tuting,6609,10841,4623,22073
Pelling,7343,6182,1634,15159
Pelling,2653,7327,1460,11440
Aurangabad,2974,2848,3549,9371
Jorhat,5280,2741,1117,9138
Sanchi,3679,9110,2477,15266
Siliguri,6284,4264,1172,11720
Bundi,6408,6395,1782,14585
Pasighat,2267,4986,4098,11351
Solapur,1095,8226,2225,11546
Nainital,3582,4348,1642,9572
Ratnagiri,5404,8509,1989,15902
Solapur,6212,6190,2871,15273
Bomdila,1616,10964,664,13244
Mount Abu,8325,6741,1462,16528
Darjeeling,5860,7604,2059,15523
Mahabalipuram,7735,7525,2658,17918
Pondicherry,2152,5271,3201,10624
Mussoorie,2758,8467,1923,13148
Nagpur,2685,10775,1640,15100
Chittorgarh,2339,8293,649,11281
Nagpur,9749,9445,3547,22741
Chittorgarh,3534,3093,716,7343
Mumbai,4272,7678,2112,14062
Majuli,1960,5642,862,8464
Rajasthan,6466,10158,4491,21115
Kanyakumari,9319,6592,1512,17423
Kanyakumari,6312,2279,3885,12476
Khandala,5483,2818,589,8890
Rishikesh,9428,6141,4828,20397
Along,1296,2048,2114,5458
Chitrakoot,6382,9230,3832,19444
Orchha,8483,7507,1047,17037
Mawsynram,3815,4460,812,9087
Jabalpur,5994,5062,4447,15503
Aurangabad,3743,4380,3891,12014
Goa,2736,10062,2331,15129
Jabalpur,4481,6223,4258,14962
Jorhat,2145,11682,1634,15461
Rishikesh,1124,10310,2230,13664
Nalanda,9500,11864,2233,23597
Puri,4267,4677,1197,10141
Orchha,8994,3959,1677,14630
Andaman,4740,7167,4193,16100
Bodh Gaya,4653,5099,2113,11865
Cherrapunji,2801,1659,557,5017
Satara,5172,6908,2346,14426
Haridwar,8570,6226,4452,19248
Roing,4947,7071,2551,14569
Leh,9370,4204,2548,16122
Chennai,8883,2214,899,11996
Puri,2879,5195,3911,11985
Nagpur,1325,4637,3899,9861
Aurangabad,3870,1513,915,6298
Goa,8743,4610,1707,15060
Pune,1934,7034,2384,11352
Alleppey,4728,3694,4132,12554
Dirang,3295,11453,3845,18593
Jabalpur,1455,8550,561,10566
Dirang,4442,1732,2981,9155
Daman,6310,10651,4558,21519
Goa,4667,4827,3738,13232
Chittorgarh,1784,5426,4570,11780
Cherrapunji,5047,5743,3771,14561
Delhi,2994,3331,2855,9180
Ratnagiri,6039,4256,3003,13298
Kodaikanal,1119,10830,2225,14174
Bodh Gaya,4063,11077,2461,17601
Jorhat,8177,6811,3604,18592
Aizawl,9353,3793,1102,14248
Ratnagiri,1421,9205,2513,13139
Tezpur,2922,2150,929,6001
Kovalam,1705,3306,4671,9682
Gwalior,1324,11791,3172,16287
Mawsynram,6604,9246,4847,20697
Itanagar,9371,5995,4447,19813
Udaipur,5325,11314,4211,20850
Orchha,7309,9967,1888,19164
Rourkela,7449,3690,3515,14654
Kolhapur,2641,11109,2403,16153
Kolkata,6506,3358,4276,14140
Shimla,3647,6071,1238,10956
Udaipur,8159,11514,4565,24238
Jorhat,8796,2580,2956,14332
Ellora,4118,2195,3832,10145
Bundi,7276,6042,813,14131
Varanasi,6720,9142,4723,20585
Nalanda,2480,6621,781,9882
